dataID	context	indices_target_token	indices_target_sentence	lemma
878_(Proverbs 10:12)	Bible verses for Christians to remember during PRIDE month: Hatred stirs up conflict, but love covers over all wrongs.	60:117	0:118	Hatred stirs up conflict, but love covers over all wrongs
879_(Proverbs 10:12)	💗 📖 | OUR DAILY BREAD | 📖 💗 🍞 Hatred stirs up conflict, but love covers over all wrongs.	30:87	0:88	Hatred stirs up conflict, but love covers over all wrongs
880_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs. Great job bringing up God but also straight up conflicting God's words by your own actions. Next time, think. And actually use your brain. Love, a Christian fellow on the internet ♡	0:57	0:240	Hatred stirs up conflict, but love covers over all wrongs
881_(Proverbs 10:12)	Gm saints. Let us show Godly love towards others. Have a blessed day. Hatred stirs up conflict, but love covers over all wrongs.	70:127	0:128	Hatred stirs up conflict, but love covers over all wrongs
882_(Proverbs 10:12)	Why let someone full of hatred tell you how to love? "Hatred stirs up conflict, but love covers over all wrongs."	54:111	0:113	Hatred stirs up conflict, but love covers over all wrongs
883_(Proverbs 10:12)	A little proverbial wisdom for maintaining loving relationships:"Hatred stirs up conflict, but love covers over all wrongs."	65:122	0:124	Hatred stirs up conflict, but love covers over all wrongs
884_(Proverbs 10:12)	people like you are the reason we are looked down upon. "Hatred stirs up conflict, but love covers over all wrongs."	57:114	0:116	Hatred stirs up conflict, but love covers over all wrongs
885_(Proverbs 10:12)	Lead by Love. Hatred stirs up conflict, but love covers over all wrongs.	14:71	0:72	Hatred stirs up conflict, but love covers over all wrongs
886_(Proverbs 10:12)	Such as conservative christians who use his name to justify their hatred. Hatred stirs up conflict, but love covers over all wrongs.	74:131	0:132	Hatred stirs up conflict, but love covers over all wrongs
887_(Proverbs 10:12)	The truth is the bible thinks hatred is bad. Hatred stirs up conflict, but love covers over all wrongs.	45:102	0:103	Hatred stirs up conflict, but love covers over all wrongs
888_(Proverbs 10:12)	"The power of love!":Hatred stirs up conflict, but love covers over all wrongs.	21:78	0:79	Hatred stirs up conflict, but love covers over all wrongs
889_(Proverbs 10:12)	Strumming up strife, contention, and violence much, mayor?"Hatred stirs up conflict, but love covers over all wrongs."	59:116	0:118	Hatred stirs up conflict, but love covers over all wrongs
890_(Proverbs 10:12)	Today I forgive myself. I make room for grace by letting go of judgment & resentment. I acknowledge my errors & accountable for my actions. Forgiveness liberates me, & I'm free to soar to unlimited heights. Hatred stirs up conflict, but love covers over all wrongs.	207:264	0:265	Hatred stirs up conflict, but love covers over all wrongs
891_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." Solomon is attacking me again this evening.	1:58	0:104	Hatred stirs up conflict, but love covers over all wrongs
892_(Proverbs 10:12)	Is there someone you need to love instead of hate today? "Hatred stirs up conflict, but love covers over all wrongs.[forgiving and overlooking another's faults]."	58:115	0:162	Hatred stirs up conflict, but love covers over all wrongs
893_(Proverbs 10:12)	He that winketh with the eye causeth sorrow: but a prating fool shall fall. The mouth of a righteous man is a well of life: but violence covereth the mouth of the wicked. Hatred stirs up conflict, but love covers over all wrongs.	171:228	0:229	Hatred stirs up conflict, but love covers over all wrongs
894_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." Love not only forgives, it doesn't keep the record of wrong.	1:58	0:121	Hatred stirs up conflict, but love covers over all wrongs
895_(Proverbs 10:12)	NHL players using God as their shield for being homophobic is goofy bc God's whole message is for us to love EVERYONE"Hatred stirs up conflict, but love covers over all wrongs."	118:175	0:177	Hatred stirs up conflict, but love covers over all wrongs
896_(Proverbs 10:12)	Don't expect the imperfect people in your life to show you perfect love 100% of the time. It's not gonna happen. They'll fail eventually. Have Grace. Give forgiveness. Love them through it anyways. "Hatred stirs up conflict, but love covers over all wrongs."	199:256	0:258	Hatred stirs up conflict, but love covers over all wrongs
897_(Proverbs 10:12)	One should not be selective in posting bible verses to support ones bigotry. The word Love is mentioned over 700 times in the Bible. Love one another. It is that simple. #Loveisallyouneed Hatred stirs up conflict, but love covers over all wrongs	188:245	0:245	Hatred stirs up conflict, but love covers over all wrongs
898_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." Don't tolerate open sin, but love the people who seem to be lost and point them to God. 	1:58	0:149	Hatred stirs up conflict, but love covers over all wrongs
899_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs. I won't be going to my sons wedding during #PrideMonth because a staff member who is the #bride called me last night w/homophobic overtones regarding your church. practice the bible yall not your own ideas	0:57	0:264	Hatred stirs up conflict, but love covers over all wrongs
900_(Proverbs 10:12)	"... the mouth of the wicked conceals violence. (and) Hatred stirs up conflict, but LOVE covers over all wrongs." Our Father has been dealing with me Belovèd. Let us Remember to PRAY for those in Sin, so God may smile on our Obedience & Restore America!	54:111	0:253	Hatred stirs up conflict, but love covers over all wrongs
812_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." Be a vessel of mercy and make someone smile with a kind word. The world already has its own troubles, be kind.	1:60	0:173	Anxiety weighs down the heart, but a kind word cheers it up
813_(Proverbs 12:25)	To commenters: Anxiety Anxiety weighs down the heart, but a kind word cheers it up. Hey, no situation is permanent. this too shall pass in no time. Chin up.	23:82	0:156	Anxiety weighs down the heart, but a kind word cheers it up
814_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. Let your words bless and not curse. Let them encourage and not put down. Let them caution and not insult. Life has shown everyone shege one way or the other, be kind with your words. It's free 💞.	0:59	0:256	Anxiety weighs down the heart, but a kind word cheers it up
815_(Proverbs 12:25)	Take my worries, Jesus, and give me the words to help others for you 💯 💜 Anxiety weighs down the heart, but a kind word cheers it up.	73:132	0:133	Anxiety weighs down the heart, but a kind word cheers it up
816_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." You have no idea how powerful your words can be. Never say anything negative about your spouse. Use your words to lift them up, encourage and love them. #marriage	1:60	0:225	Anxiety weighs down the heart, but a kind word cheers it up
817_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." A renervating word for someone seeing this tweet - God sees what you are going through and watches over you, and in due time, He would come through; just trust that He is able to do.	1:60	0:245	Anxiety weighs down the heart, but a kind word cheers it up
818_(Proverbs 12:25)	Be nice to people. Anxiety weighs down the heart, but a kind word cheers it up.	19:78	0:79	Anxiety weighs down the heart, but a kind word cheers it up
819_(Proverbs 12:25)	i am still in awe that after the day i experienced, this was the "verse of the day". "Anxiety weighs down the heart, but a kind word cheers it up." thank you all for contributing to the biblical, kind words that cheered me up and led me to the Prince of Peace!	86:145	0:260	Anxiety weighs down the heart, but a kind word cheers it up
820_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up! We know that it is power & death in the tongue, that is why we speak nothing but positivity over JA's life and his family. We will continue to pray for his life as it is important. In Jesus name - Amen 🙏🏼	0:59	0:265	Anxiety weighs down the heart, but a kind word cheers it up
821_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. God, as I go about my day, help me to be on the lookout for people who might need a reminder of Your love and kindness. Use me to be a source.	0:59	0:203	Anxiety weighs down the heart, but a kind word cheers it up
